Column1;Course code;Course Name;Long descrition;Description;Prerequisites:;Semester;Format;CRN;Subject;Course;Type;Credits;Instructor;Status
109;COMP 557 ;Fundamentals of Computer Graphics.;"Fundamental mathematical, algorithmic and representational issues in computer graphics: overview of graphics pipeline, homogeneous coordinates, projective transformations, line-drawing and rasterization, hidden surface removal, surface modelling (quadrics, bicubics, meshes), rendering (lighting, reflectance models, ray tracing, texture mapping), compositing colour perception, and other selected topics. 
 
 3 hours
 Prerequisite: MATH 222, MATH 223, COMP 250, COMP 206
 
 4.000 Credit hours 
 
 Schedule Types: Lecture, Final Exam, Midterm Exam 
 
 Faculty of Science 
 Computer Science Department";Fundamental mathematical, algorithmic and representational issues in computer graphics: overview of graphics pipeline, homogeneous coordinates, projective transformations, line-drawing and rasterization, hidden surface removal, surface modelling (quadrics, bicubics, meshes), rendering (lighting, reflectance models, ray tracing, texture mapping), compositing colour perception, and other selected topics. ;;;;2088;COMP;557;Lecture;40;Paul  Kry;Active
110;COMP 558 ;Fundamentals of Computer Vision.;"Image filtering, edge detection, image features and histograms, image segmentation, image motion and tracking, projective geometry, camera calibration, homographies, epipolar geometry and stereo, point clouds and 3D registration. Applications in computer graphics and robotics. 
 
 3 hours
 Prerequisites: COMP 251, MATH 222, MATH 223
 
 4.000 Credit hours 
 
 Schedule Types: Lecture, Final Exam, Midterm Exam, Tutorial 
 
 Faculty of Science 
 Computer Science Department";"Image filtering, edge detection, image features and histograms, image segmentation, image motion and tracking, projective geometry, camera calibration, homographies, epipolar geometry and stereo, point clouds and 3D registration. Applications in computer graphics and robotics. 
 "; COMP 251, MATH 222, MATH 223;;;2090;COMP;558;Lecture;40;Kaleem  Siddiqi;Active
111;COMP 561 ;Computational Biology Methods and Research.;"Application of computer science techniques to problems arising in biology and medicine, techniques for modeling evolution, aligning molecular sequences, predicting structure of a molecule and other problems from computational biology. An in-depth exploration of key research areas. 
 
 4 hours
 Prerequisites: COMP 251, and MATH 323 or MATH 203 or BIOL 309
 Restriction: Not open to students who have taken or are taking COMP 462.
 Note: Additional work will consist of assignments and of a substantial final project that will require to put in practice the concepts covered in the course.
 
 4.000 Credit hours 
 
 Schedule Types: Lecture, Final Exam 
 
 Faculty of Science 
 Computer Science Department";Application of computer science techniques to problems arising in biology and medicine, techniques for modeling evolution, aligning molecular sequences, predicting structure of a molecule and other problems from computational biology. An in-depth exploration of key research areas. ;COMP 251, and MATH 323 or MATH 203 or BIOL 309;;;2092;COMP;561;Lecture;40;Mathieu  Blanchette;Active
112;COMP 596 ;Topics in Computer Science 3.;"Topics in computer science. 
 
 Prerequisite: Permission of the instructor.
 
 3.000 Credit hours 
 
 Schedule Types: Topics Course 
 
 Faculty of Science 
 Computer Science Department";Topics in computer science. ;Permission of instructor.;;;2093;COMP;596;Topics Course;30;Robert  Robere;Active
113;COMP 597 ;Topics in Computer Science 4.;"Topics in computer science. 
 
 
 4.000 Credit hours 
 
 Schedule Types: Topics Course 
 
 Faculty of Science 
 Computer Science Department";Topics in computer science. ;Permission of instructor.;;;2095;COMP;597;Topics Course;40;Xujie  Si;Active
114;COMP 598 ;Topics in Computer Science 1.;"Topics in computer science. 
 
 3 hours
 Prerequisite: Permission of instructor.
 
 3.000 Credit hours 
 
 Schedule Types: Final Exam, Midterm Exam, Tutorial, Topics Course 
 
 Faculty of Science 
 Computer Science Department";Topics in computer science. ;Permission of instructor.;;;2097;COMP;598;Topics Course;30;Timothy John O'Donnell;Active
116;COMP 599 ;Topics in Computer Science 2.;"Topics in computer science. 
 
 3 hours
 
 4.000 Credit hours 
 
 Schedule Types: Final Exam, Topics Course 
 
 Faculty of Science 
 Computer Science Department";Topics in computer science. ;Permission of instructor.;;;2099;COMP;599;Topics Course;40;Venkata Sivakumar Reddy Goli;Active
118;ENVR 200 ;The Global Environment.;"A systems approach to study the different components of the environment involved in global climate change: the atmosphere, biosphere, hydrosphere, and lithosphere. The interactions among these components. Their role in global climate change. The human dimension to global change. 
 
 Fall
 Section 001: Downtown Campus
 Section 051: Macdonald Campus
 
 3.000 Credit hours 
 
 Schedule Types: Lecture, Midterm Exam, Workshop 
 
 Faculty of Science 
 Bieler School of Environment Department";A systems approach to study the different components of the environment involved in global climate change: the atmosphere, biosphere, hydrosphere, and lithosphere. The interactions among these components. Their role in global climate change. The human dimension to global change.;; Fall;;2844;ENVR;200;Lecture;30;Katie  Pagnucco, Frederic  Fabry, Christie-Anna  Lovat;Active
120;ENVR 201 ;Society, Environment and Sustainability.;"This course deals with how scientific-technological, socio-economic, political-institutional and behavioural factors mediate society-environment interactions. Issues discussed include population and resources; consumption, impacts and institutions; integrating environmental values in societal decision-making; and the challenges associated with, and strategies for, promoting sustainability. Case studies in various sectors and contexts are used. 
 
 Fall
 Section 001: Downtown Campus
 Section 051: Macdonald Campus
 
 3.000 Credit hours 
 
 Schedule Types: Lecture, Midterm Exam 
 
 Faculty of Science 
 Bieler School of Environment Department";"This course deals with how scientific-technological, socio-economic, political-institutional and behavioural factors mediate society-environment interactions. Issues discussed include population and resources; consumption, impacts and institutions; integrating environmental values in societal decision-making; and the challenges associated with, and strategies for, promoting sustainability. Case studies in various sectors and contexts are used. ";; Fall;;2846;ENVR;201;Lecture;30;Christopher  Barrington-Leigh, Kevin Baxter Manaugh;Active
124;ENVR 203 ;Knowledge, Ethics and Environment.;"Introduction to cultural perspectives on the environment: the influence of culture and cognition on perceptions of the natural world; conflicts in orders of knowledge (models, taxonomies, paradigms, theories, cosmologies), ethics (moral values, frameworks, dilemmas), and law (formal and customary, rights and obligations) regarding political dimensions of critical environments, resource use, and technologies. 
 
 Fall - Macdonald Campus; Winter - Downtown
 Section 001: Downtown Campus
 Section 051: Macdonald Campus
 
 3.000 Credit hours 
 
 Schedule Types: Lecture, Break-Out Room, Midterm Exam 
 
 Faculty of Science 
 Bieler School of Environment Department";"Introduction to cultural perspectives on the environment: the influence of culture and cognition on perceptions of the natural world; conflicts in orders of knowledge (models, taxonomies, paradigms, theories, cosmologies), ethics (moral values, frameworks, dilemmas), and law (formal and customary, rights and obligations) regarding political dimensions of critical environments, resource use, and technologies. ";;Winter;;2850;ENVR;203;Lecture;30;Jennifer Lynn Marie Gobby, Adam  Fleischmann, Nicolas  Kosoy;Active
126;ENVR 301 ;Environmental Research Design.;"Techniques used in design and completion of environmental research projects. Problem definition, data sources and use of appropriate strategies and methodologies. Principles underlying research design are emphasized, including critical thinking, recognizing causal relationships, ideologies and bias in research, and when and where to seek expertise. 
 
 Fall - Downtown campus; Winter - Macdonald campus
 Section 001: Downtown Campus
 Section 051: Macdonald Campus
 Restrictions: Restricted to U2 or higher
 Prerequisite(s): Completion of U1 Required courses in Environment, or permission of instructor.
 
 3.000 Credit hours 
 
 Schedule Types: Lecture, Midterm Exam 
 
 Faculty of Science 
 Bieler School of Environment Department";Techniques used in design and completion of environmental research projects. Problem definition, data sources and use of appropriate strategies and methodologies. Principles underlying research design are emphasized, including critical thinking, recognizing causal relationships, ideologies and bias in research, and when and where to seek expertise. ;Completion of U1 Required courses in Environment, or permission of instructor.;Winter;;2852;ENVR;301;Lecture;30;Christopher  Barrington-Leigh, Raja  Sengupta, Ismael  Vaccaro;Active
127;ENVR 400 ;Environmental Thought.;"Students work in interdisciplinary seminar groups on challenging philosophical, ethical, scientific and practical issues. They will explore cutting-edge ideas and grapple with the reconciliation of environmental imperatives and social, political and economic pragmatics. Activities include meeting practitioners, attending guest lectures, following directed readings, and organizing, leading and participating in seminars. 
 
 Fall - Macdonald Campus; Winter - Downtown
 Section 001: Downtown Campus
 Section 051: Macdonald Campus
 Prerequisite: ENVR 203
 Restriction: Open only to U3 students, or permission of instructor
 
 3.000 Credit hours 
 
 Schedule Types: Lecture, Break-Out Room 
 
 Faculty of Science 
 Bieler School of Environment Department";"Students work in interdisciplinary seminar groups on challenging philosophical, ethical, scientific and practical issues. They will explore cutting-edge ideas and grapple with the reconciliation of environmental imperatives and social, political and economic pragmatics. Activities include meeting practitioners, attending guest lectures, following directed readings, and organizing, leading and participating in seminars. 
 ";;Winter;;2853;ENVR;400;Lecture;30;Nicolas  Kosoy, Julia  Freeman;Active
